"id","license_date","name","phone","city","district","road_address","loc_address","zipcode","lat","lng","status","created_at","updated_at"
683,20100129,진스 종합 동물병원,**********,경기도,고양시,"경기도 고양시 일산동구 노루목로 99, 호수마을5단지아파트 1층 121~122호 (장항동, 호수마을5단지아파트)",경기도 고양시 일산동구 장항동 883번지 호수마을5단지아파트 121호,10413,"460901.4214","180178.1236",정상,"2021-11-09 14:23:12","2021-11-09 14:23:12"
684,20091209,호수동물병원,**********,경기도,고양시,"경기도 고양시 일산서구 중앙로 1470, A동 106-3호 (주엽동, 문촌마을10단지아파트)",경기도 고양시 일산서구 주엽동 17번지 문촌마을10단지아파트 A동 106-3호,10379,"463365.6236","178529.1368",정상,"2021-11-09 14:23:12","2021-11-09 14:23:12"
685,20091119,펫스마일동물병원,"919-7582",경기도,고양시,경기도 고양시 일산서구 일산로741번길 5-1 (대화동),경기도 고양시 일산서구 대화동 2194-4번지,10377,"463890.0334","177965.4739",정상,"2021-11-09 14:23:12","2021-11-09 14:23:12"
686,20081204,쿨펫동물병원,"971-7585",경기도,고양시,"경기도 고양시 덕양구 화중로 66, 롯데마트 2층 (화정동)",경기도 고양시 덕양구 화정동 982번지 롯데마트,10500,"458969.1253","185024.6818",정상,"2021-11-09 14:23:12","2021-11-09 14:23:12"
687,20080904,원당동물병원,"962-6049",경기도,고양시,"경기도 고양시 덕양구 마상로126번길 97, 3층 (주교동)",경기도 고양시 덕양구 주교동 611-9번지,10461,"461582.4726","185231.5689",정상,"2021-11-09 14:23:12","2021-11-09 14:23:12"
688,20050125,일산동물의료원,"031-924-7582",경기도,고양시,경기도 고양시 일산서구 대화로 407 (대화동),경기도 고양시 일산서구 대화동 2038,10368,"464479.3771","178216.9035",정상,"2021-11-09 14:23:12","2021-11-09 14:23:12"
689,20041227,Dr.JK 동물병원,**********,경기도,고양시,"경기도 고양시 일산동구 무궁화로 17, 한라밀라트 A동 102호 (장항동)",경기도 고양시 일산동구 장항동 742번지 한라밀라트 A동 102호,10364,"462227.5538","179321.6379",정상,"2021-11-09 14:23:12","2021-11-09 14:23:12"
690,20041218,제이엠 동물병원,"031-924-1375",경기도,고양시,"경기도 고양시 일산동구 정발산로 43-20, 센트럴프라자 205호 (장항동)",경기도 고양시 일산동구 장항동 846 센트럴프라자 205호,10402,"461800.1248","179935.268",정상,"2021-11-09 14:23:12","2021-11-09 14:23:12"
691,20040701,이솝동물병원,"031-903-3399",경기도,고양시,경기도 고양시 일산동구 일산로286번길 7-7 (마두동),경기도 고양시 일산동구 마두동 898-7번지,10412,"462169.5959","181071.1145",정상,"2021-11-09 14:23:12","2021-11-09 14:23:12"
692,20051014,사과나무 동물병원,**********,경기도,고양시,경기도 고양시 일산서구 일산로 539 (일산동),경기도 고양시 일산서구 일산동 1084-3번지 가람프라자 101호,10375,"463906.0494","179459.9283",정상,"2021-11-09 14:23:12","2021-11-09 14:23:12"
693,20050628,튼튼동물병원,"031-811-9975",경기도,고양시,"경기도 고양시 일산동구 일산로 38, 우림오피스텔 1층 110호 (백석동)",경기도 고양시 일산동구 백석동 1309 우림오피스텔,10449,"459965.0504","181155.4604",정상,"2021-11-09 14:23:12","2021-11-09 14:23:12"
694,20050516,백마동물병원,**********,경기도,고양시,"경기도 고양시 일산동구 일산로 212, 장항A타운 1층 (마두동)",경기도 고양시 일산동구 마두동 728-1번지 장항A타운,10417,"461459.8916","181395.7172",정상,"2021-11-09 14:23:12","2021-11-09 14:23:12"
695,20050407,그랜드 동물병원,"921-7582",경기도,고양시,"경기도 고양시 일산서구 주엽로 134, 시대프라자 101호 (주엽동)",경기도 고양시 일산서구 주엽동 115-1번지 시대프라자,10387,"463172.801","178593.8842",정상,"2021-11-09 14:23:12","2021-11-09 14:23:12"
696,20050322,김 S 동물병원,"031-916-7509",경기도,고양시,경기도 고양시 일산동구 무궁화로93번길 6-10 (정발산동),경기도 고양시 일산동구 정발산동 702-4번지,10362,"462730.4215","179960.7261",정상,"2021-11-09 14:23:12","2021-11-09 14:23:12"
697,20030703,이용철동물병원,"975-1475",경기도,고양시,경기도 고양시 일산서구 고양대로 692 (일산동),경기도 고양시 일산서구 일산동 643-3번지,10353,"464604.432","179884.8464",정상,"2021-11-09 14:23:12","2021-11-09 14:23:12"
698,19951101,행신동물병원,"031-971-5534",경기도,고양시,경기도 고양시 덕양구 행신로 147 (행신동),경기도 고양시 덕양구 행신동 647-14번지,10517,"457460.8939","185068.2327",정상,"2021-11-09 14:23:12","2021-11-09 14:23:12"
699,19981001,참사랑,"031-975-0187",경기도,고양시,경기도 고양시 일산동구 탄중로 324 (중산동),경기도 고양시 일산동구 중산동 1570번지,10333,"465655.6797","180618.2725",정상,"2021-11-09 14:23:12","2021-11-09 14:23:12"
700,19980331,하노버,"9193567",경기도,고양시,"경기도 고양시 일산서구 중앙로 1470, 문촌마을 복합상가 (주엽동)",경기도 고양시 일산서구 주엽동 17번지 문촌마을 복합상가,10379,"463365.6236","178529.1368",정상,"2021-11-09 14:23:12","2021-11-09 14:23:12"
701,19971011,중산종합동물병원,"031-976-8939",경기도,고양시,경기도 고양시 일산서구 고봉로 299 (일산동),경기도 고양시 일산서구 일산동 555-9번지 42통5반,10340,"464853.379","180284.9852",정상,"2021-11-09 14:23:12","2021-11-09 14:23:12"
702,19970902,디엔씨,"9780075",경기도,고양시,"경기도 고양시 덕양구 중앙로 550, 106호 (행신동, 삼일프라자)",경기도 고양시 덕양구 행신동 950-1 106호,10495,"457917.4048","185472.5443",정상,"2021-11-09 14:23:12","2021-11-09 14:23:12"
703,19961004,가람동물병원,"031-906-0976",경기도,고양시,"경기도 고양시 일산동구 강석로 156, 강촌마을7단지 (마두동)",경기도 고양시 일산동구 마두동 796번지 강촌마을7단지,10415,"461366.248","180429.5949",정상,"2021-11-09 14:23:12","2021-11-09 14:23:12"
704,19960330,화정동물병원,**********,경기도,고양시,경기도 고양시 덕양구 은빛로29번길 46 (화정동),경기도 고양시 덕양구 화정동 913-4번지 201호,10476,"459754.585","185110.31",정상,"2021-11-09 14:23:12","2021-11-09 14:23:12"
705,19950623,시민종합동물병원,"911-7346",경기도,고양시,경기도 고양시 일산서구 대산로 126 (주엽동),경기도 고양시 일산서구 주엽동 31-1번지,10375,"463622.125","179089.635",정상,"2021-11-09 14:23:12","2021-11-09 14:23:12"
706,19940926,신진가축병원,"031-976-5100",경기도,고양시,경기도 고양시 일산서구 일중로 73 (일산동),경기도 고양시 일산서구 일산동 579-3번지,10341,"464883.2269","180088.4004",정상,"2021-11-09 14:23:12","2021-11-09 14:23:12"
707,19940907,신일산동물병원,"9046681",경기도,고양시,"경기도 고양시 일산동구 강송로 180, 백마프라자 (마두동)",경기도 고양시 일산동구 마두동 759번지 백마프라자,10416,"461406.4732","180842.0862",정상,"2021-11-09 14:23:12","2021-11-09 14:23:12"
708,19930421,이창훈 동물병원,**********,경기도,고양시,경기도 고양시 일산동구 무궁화로141번길 7-9 (정발산동),경기도 고양시 일산동구 정발산동 1180-3번지,10359,"463031.6088","180202.5605",정상,"2021-11-09 14:23:12","2021-11-09 14:23:12"
709,19920128,민동물병원,**********,경기도,고양시,경기도 고양시 덕양구 호국로 778-6 (성사동),경기도 고양시 덕양구 성사동 699-1번지,10464,"461481.8022","185427.6873",정상,"2021-11-09 14:23:12","2021-11-09 14:23:12"
710,20131004,"365 신원당 동물병원",**********,경기도,고양시,"경기도 고양시 덕양구 호국로790번길 88 (성사동, 신원당동물병원)",경기도 고양시 덕양구 성사동 706-4번지 1층 365 신원당동물병원,10464,"461353.3724","185847.302",정상,"2021-11-09 14:23:12","2021-11-09 14:23:12"
711,20130704,스마트동물병원,"031-913-8820",경기도,고양시,경기도 고양시 일산동구 호수로 678 (장항동),"경기도 고양시 일산동구 장항동 750번지 삼성스위트101호, 102-1호",410837,"462185.7801","179178.9797",정상,"2021-11-09 14:23:12","2021-11-09 14:23:12"
712,20130313,고양동물병원,"031-964-7599",경기도,고양시,경기도 고양시 덕양구 혜음로 8 (고양동),경기도 고양시 덕양구 고양동 243,10275,"466525.0815","191272.2379",정상,"2021-11-09 14:23:12","2021-11-09 14:23:12"
713,20121121,Helix ADI Center : 헬릭스 영상진단센터,"031-978-7575",경기도,고양시,"경기도 고양시 덕양구 중앙로 439, 2층 205~6호 (행신동)",경기도 고양시 덕양구 행신동 1086번지 205~6호,10532,"457257.5321","186358.4458",정상,"2021-11-09 14:23:12","2021-11-09 14:23:12"
714,20110901,봄빛동물병원,"031-912-9465",경기도,고양시,경기도 고양시 일산동구 강송로87번길 8-10 (백석동),경기도 고양시 일산동구 백석동 1244-3번지,10446,"460612.855","181252.81",정상,"2021-11-09 14:23:12","2021-11-09 14:23:12"
715,20110408,위시티 동물병원,"031-969-9369",경기도,고양시,,경기도 고양시 일산동구 식사동 344번지 자이주상복합아파트 상가 B동 211-1호,,"464305.8327","183525.6622",정상,"2021-11-09 14:23:12","2021-11-09 14:23:12"
716,20110126,탄현 동물병원,**********,경기도,고양시,"경기도 고양시 일산서구 일현로 131, 105호 (탄현동)",경기도 고양시 일산서구 탄현동 132-62번지 105호,10241,"466268.2597","179251.2561",정상,"2021-11-09 14:23:12","2021-11-09 14:23:12"
717,20080414,초원동물병원,**********,경기도,고양시,"경기도 고양시 일산서구 일산로 589, 현대프라자 (일산동)",경기도 고양시 일산서구 일산동 1054-1번지 현대프라자,10371,"464162.9633","178994.545",정상,"2021-11-09 14:23:12","2021-11-09 14:23:12"
718,20110125,애니웰 동물병원,**********,경기도,고양시,"경기도 고양시 일산동구 장백로 13, 성우아뜨리움오피스텔 110호 (백석동)",경기도 고양시 일산동구 백석동 1314번지 성우아뜨리움오피스텔 110호,10449,"459748.4885","181390.5083",정상,"2021-11-09 14:23:12","2021-11-09 14:23:12"
719,20101008,수 동물병원,"031-900-8875",경기도,고양시,"경기도 고양시 일산동구 호수로 662, 삼성라끄빌 101호 (장항동)",경기도 고양시 일산동구 장항동 751번지 삼성라끄빌,10401,"462085.1275","179257.2614",정상,"2021-11-09 14:23:12","2021-11-09 14:23:12"
720,20100810,토론토 동물병원,"923-7533",경기도,고양시,경기도 고양시 일산서구 대산로212번길 8-12 (대화동),경기도 고양시 일산서구 대화동 2119-4번지,10370,"464008.4242","178398.2868",정상,"2021-11-09 14:23:12","2021-11-09 14:23:12"
721,20140421,통일로 동물병원,"070-7720-4934",경기도,고양시,경기도 고양시 덕양구 통일로 730 (관산동),경기도 고양시 덕양구 관산동 163-16번지,10285,"465060.588","188408.7593",정상,"2021-11-09 14:23:12","2021-11-09 14:23:12"
722,20131219,일산시티 동물의료센터,"031-932-0085",경기도,고양시,"경기도 고양시 일산동구 무궁화로 8-28, 삼성메르헨하우스 103호 (장항동)",경기도 고양시 일산동구 장항동 752 삼성메르헨하우스,10401,"461999.5353","179323.4934",정상,"2021-11-09 14:23:12","2021-11-09 14:23:12"
723,20030613,Dr. dog 동물영상의료센터,"932-0075~6",경기도,고양시,경기도 고양시 일산동구 일산로394번길 5-11 (정발산동),경기도 고양시 일산동구 정발산동 1294-4,10406,"463166.4891","180629.3582",정상,"2021-11-09 14:23:12","2021-11-09 14:23:12"
724,20071213,자유로 동물병원,**********,경기도,고양시,"경기도 고양시 일산서구 대화로 120, 자유로프라자 (대화동)",경기도 고양시 일산서구 대화동 1450-1번지 자유로프라자,10222,"463060.185","176474.1799",정상,"2021-11-09 14:23:12","2021-11-09 14:23:12"
725,20070501,풍동동물병원,**********,경기도,고양시,"경기도 고양시 일산동구 숲속마을로 48 (풍동, 신성프라자)",경기도 고양시 일산동구 풍동 1280번지,10306,"462804.2993","182103.4885",정상,"2021-11-09 14:23:12","2021-11-09 14:23:12"
726,20070330,탑케어동물의료원,"1666-7501",경기도,고양시,"경기도 고양시 덕양구 화신로272번길 5, 2층 (화정동)",경기도 고양시 덕양구 화정동 984-8,10500,"458778.5228","185013.7034",정상,"2021-11-09 14:23:12","2021-11-09 14:23:12"
727,20061117,올리브동물병원,"031-908-7582",경기도,고양시,"경기도 고양시 일산동구 중앙로 1130, C동 112호 (마두동, 올리브상가)",경기도 고양시 일산동구 마두동 806 올리브상가 C동 112호,10422,"460835.8507","180539.609",정상,"2021-11-09 14:23:12","2021-11-09 14:23:12"
728,20061019,펫피아 동물병원,**********,경기도,고양시,경기도 고양시 덕양구 충경로 45 (행신동),경기도 고양시 덕양구 행신동 756-10번지,10525,"457050.11","185338.6812",정상,"2021-11-09 14:23:12","2021-11-09 14:23:12"
729,20061010,피그만클리닉,**********,경기도,고양시,"경기도 고양시 덕양구 삼송로 222, 헤리엇오피스 310호 (삼송동)",경기도 고양시 덕양구 삼송동 293 310호,10592,,,정상,"2021-11-09 14:23:12","2021-11-09 14:23:12"
730,20060912,풍동 라파엘 동물병원,**********,경기도,고양시,"경기도 고양시 일산동구 숲속마을로 38, 아크리아 (풍동)",경기도 고양시 일산동구 풍동 1279-2번지 아크리아,10306,"462797.0129","182206.9395",정상,"2021-11-09 14:23:13","2021-11-09 14:23:13"
731,20060825,토베스트 동물병원,**********,경기도,고양시,경기도 고양시 일산동구 일산로441번길 15-19 (정발산동),경기도 고양시 일산동구 정발산동 1203-7번지,10359,"463360.8229","180354.2714",정상,"2021-11-09 14:23:13","2021-11-09 14:23:13"
732,20060617,산들동물병원,"976-7585",경기도,고양시,경기도 고양시 일산동구 고봉로 250 (중산동),경기도 고양시 일산동구 중산동 1669-4번지,10355,"464405.9668","180391.6905",정상,"2021-11-09 14:23:13","2021-11-09 14:23:13"
733,20060608,해맑은 동물병원,"031-924-0075",경기도,고양시,,경기도 고양시 일산서구 탄현동 1573-5번지 현해프라자 203호,,"465462.1498","179054.6606",정상,"2021-11-09 14:23:13","2021-11-09 14:23:13"
734,20030802,더독,"031-977-0154",경기도,고양시,경기도 고양시 일산동구 고봉로278번길 16 (중산동),경기도 고양시 일산동구 중산동 1667-3번지,10338,"464559.9841","180390.9569",정상,"2021-11-09 14:23:13","2021-11-09 14:23:13"
735,20021028,워리워리,**********,경기도,고양시,경기도 고양시 일산서구 일산로635번길 8-21 (대화동),경기도 고양시 일산서구 대화동 2107-18번지 24통8반 2층,10370,"464398.6442","178507.6517",정상,"2021-11-09 14:23:13","2021-11-09 14:23:13"
736,20020206,작은 친구 동물병원,"031-970-9204",경기도,고양시,"경기도 고양시 덕양구 토당로42번길 13-15, 능곡역프라자 103호 (토당동)",경기도 고양시 덕양구 토당동 855-1번지,10510,"457573.4025","184137.4911",정상,"2021-11-09 14:23:13","2021-11-09 14:23:13"
737,20010406,아마존,"031-972-7582",경기도,고양시,경기도 고양시 덕양구 중앙로558번길 21 (행신동),경기도 고양시 덕양구 행신동 944번지,10495,"458048.9742","185447.4261",정상,"2021-11-09 14:23:13","2021-11-09 14:23:13"
738,20010223,강남동물병원,"031-906-7575",경기도,고양시,경기도 고양시 일산동구 위시티로 75 (식사동),경기도 고양시 일산동구 식사동 670-28번지,10325,"464065.9207","183267.9232",정상,"2021-11-09 14:23:13","2021-11-09 14:23:13"
739,20001130,마리,"9130182",경기도,고양시,"경기도 고양시 일산서구 현중로 29, 탄현마을2단지 (탄현동)",경기도 고양시 일산서구 탄현동 1487번지 탄현마을2단지,10243,"465705.7013","179394.5501",정상,"2021-11-09 14:23:13","2021-11-09 14:23:13"
740,20170406,문동물병원(출장진료전문병원),**********,충청북도,충주시,"충청북도 충주시 대소원면 용관길 16, 1층",충청북도 충주시 대소원면 만정리 43-17번지,27471,"384805.7977","277597.5669",정상,"2021-11-09 14:23:13","2021-11-09 14:23:13"
741,20151112,중앙동물의료센터,"043-852-8875",충청북도,충주시,"충청북도 충주시 국원대로 131, 1층 (교현동)",충청북도 충주시 교현동 1134,27357,"387250.3901","282555.4433",정상,"2021-11-09 14:23:13","2021-11-09 14:23:13"
742,20070703,열린동물병원,"043-857-0075",충청북도,충주시,충청북도 충주시 금릉로 78 (교현동),충청북도 충주시 교현동 1326번지,27357,"387388.3315","282240.5968",정상,"2021-11-09 14:23:13","2021-11-09 14:23:13"
743,20180227,고운동물병원,"044-865-9575",세종특별자치시,고운동,"세종특별자치시 고운서길 19, 세종 스마트큐브Ⅰ (고운동)",세종특별자치시 고운동 1717 세종 스마트큐브Ⅰ,30063,"333894.2665","220890.7627",정상,"2021-11-09 14:23:13","2021-11-09 14:23:13"
744,20171109,착한동물병원,"044-868-7583",세종특별자치시,조치원읍,세종특별자치시 조치원읍 세종로 2335,세종특별자치시 조치원읍 신흥리 278번지,30030,"343880.6364","225938.8587",정상,"2021-11-09 14:23:13","2021-11-09 14:23:13"
745,20171013,티어하임 동물병원,"044-868-0264",세종특별자치시,새롬동,"세종특별자치시 새롬중앙로 47, 세움빌딩 (새롬동)",세종특별자치시 새롬동 341-92번지 세움빌딩,30126,"331570.5049","222399.1859",정상,"2021-11-09 14:23:13","2021-11-09 14:23:13"
746,20170619,다온동물병원,"448657579",세종특별자치시,소담동,"세종특별자치시 한누리대로 2012, 코끼리타워 (소담동)",세종특별자치시 소담동 37-3번지 코끼리타워,30151,"331675.1268","226806.1174",정상,"2021-11-09 14:23:13","2021-11-09 14:23:13"
747,20170526,뮤동물병원,"044-868-2542",세종특별자치시,한솔동,"세종특별자치시 노을1로 16 (한솔동, 첫마을2단지)",세종특별자치시 한솔동 946번지 첫마을2단지,30130,"331095.3316","223277.3941",정상,"2021-11-09 14:23:13","2021-11-09 14:23:13"
748,20160722,JB동물병원,"044-867-7595",세종특별자치시,아름동,"세종특별자치시 보듬3로 154, 송남빌딩 112호 (아름동)",세종특별자치시 아름동 1316번지 송남빌딩,30100,"334609.546","221665.4326",정상,"2021-11-09 14:23:13","2021-11-09 14:23:13"
749,20160517,서울동물의료센터,"448657005",세종특별자치시,아름동,세종특별자치시 보듬7로 78 (아름동),세종특별자치시 아름동 1089번지,30099,"335430.5959","222379.8907",정상,"2021-11-09 14:23:13","2021-11-09 14:23:13"
750,20160302,햇살가득동물병원,"044-865-7975",세종특별자치시,도담동,세종특별자치시 보듬3로 38 (도담동),세종특별자치시 도담동 717번지,30100,"334585.8899","222806.3222",정상,"2021-11-09 14:23:13","2021-11-09 14:23:13"
751,20180629,애플동물병원,"043-911-8275",충청북도,충주시,"충청북도 충주시 계명대로 15, 하나빌딩 (칠금동)",충청북도 충주시 칠금동 834번지 하나빌딩,27359,"387185.9517","281503.3551",정상,"2021-11-09 14:23:13","2021-11-09 14:23:13"
752,20180417,큰동물병원(출장진료전문병원),**********,충청북도,충주시,충청북도 충주시 주덕읍 신덕로 1364-1,충청북도 충주시 주덕읍 신양리 245-8번지,27462,"386174.7635","270802.5883",정상,"2021-11-09 14:23:13","2021-11-09 14:23:13"
753,20141002,세종동물의료센터,"044-863-7578",세종특별자치시,나성동,"세종특별자치시 한누리대로 157, 금강프라자 (나성동)",세종특별자치시 나성동 723번지 금강프라자,30130,"330955.9277","223450.464",정상,"2021-11-09 14:23:13","2021-11-09 14:23:13"
754,20140814,호수동물병원,"044-864-7587",세종특별자치시,종촌동,"세종특별자치시 도움3로 105-7, 메디케어빌딩 (종촌동)",세종특별자치시 종촌동 658번지 메디케어빌딩,30064,"333750.7029","222293.5019",정상,"2021-11-09 14:23:13","2021-11-09 14:23:13"
755,20130905,성원동물병원,"044-867-4830",세종특별자치시,조치원읍,세종특별자치시 조치원읍 장안로 27,세종특별자치시 조치원읍 명리 67-17번지,30026,"344266.9609","226926.4557",정상,"2021-11-09 14:23:13","2021-11-09 14:23:13"
756,20120801,리얼펫동물병원,"044-864-7579",세종특별자치시,장군면,세종특별자치시 장군면 장척로 274,세종특별자치시 장군면 은용리 480-1번지,30054,"332016.9179","217463.1471",정상,"2021-11-09 14:23:13","2021-11-09 14:23:13"
757,20110926,보광동물병원,"044-862-5852",세종특별자치시,연서면,"세종특별자치시 연서면 당산로 318, (출장진료전문병원) 102호","세종특별자치시 연서면 봉암리 624-6 624-11, 102호(출장진료전문병원)",30047,"339963.1799","225063.796",정상,"2021-11-09 14:23:13","2021-11-09 14:23:13"
758,20110111,세종종합동물병원,"044-868-8275",세종특별자치시,조치원읍,세종특별자치시 조치원읍 새내로 81-2,세종특별자치시 조치원읍 정리 101-2번지,30028,"344262.7283","226619.1734",정상,"2021-11-09 14:23:13","2021-11-09 14:23:13"
759,19941102,조치원동물병원,"865-2380",세종특별자치시,조치원읍,세종특별자치시 조치원읍 조치원9길 16,세종특별자치시 조치원읍 상리 16번지,30025,"344695.005","227035.0026",정상,"2021-11-09 14:23:13","2021-11-09 14:23:13"
760,20090130,세종동물병원,"041-864-0448",세종특별자치시,연서면,"세종특별자치시 연서면 도신고복로 1207, (출장진료전문)",세종특별자치시 연서면 성제리 586-201번지,30043,"343525.2532","223320.8698",정상,"2021-11-09 14:23:13","2021-11-09 14:23:13"
761,19830812,한우동물병원,**********,세종특별자치시,조치원읍,세종특별자치시 조치원읍 조치원로 56,세종특별자치시 조치원읍 상리 99-6번지,30026,"344584.7022","227031.7587",정상,"2021-11-09 14:23:13","2021-11-09 14:23:13"
762,19800721,성신가축병원,**********,세종특별자치시,전의면,세종특별자치시 전의면 운주산로 1206-1,세종특별자치시 전의면 읍내리 258-4번지,30004,"353186.7241","218068.753",정상,"2021-11-09 14:23:13","2021-11-09 14:23:13"
763,19770418,연기동물병원,**********,세종특별자치시,조치원읍,세종특별자치시 조치원읍 조치원로 61-1,세종특별자치시 조치원읍 상리 18-9번지,30025,"344652.8807","227064.9266",정상,"2021-11-09 14:23:13","2021-11-09 14:23:13"
764,20050526,보드미동물병원,"043-843-0075",충청북도,충주시,충청북도 충주시 국원대로 108 (교현동),충청북도 충주시 교현동 538-1 11통1반,27370,"387016.9406","282608.8255",정상,"2021-11-09 14:23:13","2021-11-09 14:23:13"
765,20040831,가인동물병원,**********,충청북도,충주시,충청북도 충주시 계명대로 155 (연수동),충청북도 충주시 연수동 397번지,27349,"387176.1232","282896.1092",정상,"2021-11-09 14:23:13","2021-11-09 14:23:13"
766,20020716,현대동물병원,"043-851-3040",충청북도,충주시,충청북도 충주시 번영대로 144 (연수동),충청북도 충주시 연수동 539-1번지 34통3반,27348,"387660.9557","283021.5228",정상,"2021-11-09 14:23:13","2021-11-09 14:23:13"
767,20000805,정종합동물병원,**********,충청북도,충주시,"충청북도 충주시 지현천변1길 57 (지현동, 정종합동물병원)",충청북도 충주시 지현동 387 9통3반,27412,"385677.451","282833.9158",정상,"2021-11-09 14:23:13","2021-11-09 14:23:13"
768,19980504,충주축협동물병원,"043-850-7576",충청북도,충주시,충청북도 충주시 예성로 256 (교현동),충청북도 충주시 교현동 766-28,27374,"386797.8824","283223.2816",정상,"2021-11-09 14:23:13","2021-11-09 14:23:13"
769,19950506,박동물병원,**********,충청북도,충주시,충청북도 충주시 연수로 6-5 (금릉동),충청북도 충주시 금릉동 60-6,27347,"388128.3733","282673.7584",정상,"2021-11-09 14:23:13","2021-11-09 14:23:13"
770,19941001,충주동물병원,"043-844-6766",충청북도,충주시,충청북도 충주시 중앙로 34 (문화동),충청북도 충주시 문화동 919번지,27407,"386084.6832","282481.5892",정상,"2021-11-09 14:23:13","2021-11-09 14:23:13"
771,20110228,에이스동물병원,"238-0055",충청북도,청주시,충청북도 청주시 서원구 복대로 11 (개신동),충청북도 청주시 서원구 개신동 대우푸르지오 504동 102호,28612,"346739.5752","239890.2469",정상,"2021-11-09 14:23:13","2021-11-09 14:23:13"
772,20100930,충북대학교 동물병원,(043)261-3220,충청북도,청주시,충청북도 청주시 서원구 충대로 1 (개신동),충청북도 청주시 서원구 개신동 12,28644,"347566.8663","241002.5703",정상,"2021-11-09 14:23:13","2021-11-09 14:23:13"
773,20090721,산남동물병원,**********,충청북도,청주시,"충청북도 청주시 서원구 산남로 64, 104호 (산남동,앤젤변호사빌딩)",충청북도 청주시 서원구 산남동 657 앤젤변호사빌딩 104호,,"345681.1497","241707.1659",정상,"2021-11-09 14:23:13","2021-11-09 14:23:13"
774,20170320,다솜동물병원,"533-0935",충청북도,진천군,충청북도 진천군 진천읍 중앙동로 33,충청북도 진천군 진천읍 교성리 45-6번지,27839,"372476.0933","239522.3037",정상,"2021-11-09 14:23:13","2021-11-09 14:23:13"
775,20140423,한마음 동물병원,**********,충청북도,진천군,충청북도 진천군 덕산읍 용몽로 34,충청북도 진천군 덕산읍 용몽리 579-99,27853,,,정상,"2021-11-09 14:23:13","2021-11-09 14:23:13"
776,20031117,수제가축병원,"031-861-2328",경기도,동두천시,경기도 동두천시 중앙로217번길 8 (생연동),경기도 동두천시 생연동 691-107번지,11332,"488719.2282","204530.7261",정상,"2021-11-09 14:23:13","2021-11-09 14:23:13"
777,20131111,그린벨 이콰인 동물병원,**********,충청북도,진천군,충청북도 진천군 진천읍 중앙동로 127-1,충청북도 진천군 진천읍 읍내리 471-76번지,27849,"373379.5434","239603.9795",정상,"2021-11-09 14:23:13","2021-11-09 14:23:13"
778,20130531,진천축산업협동조합동물병원,"043)533-8109",충청북도,진천군,충청북도 진천군 진천읍 중앙서로 53 (진천축산농협),충청북도 진천군 진천읍 원덕리 396-2,27833,"372697.8042","239361.7373",정상,"2021-11-09 14:23:13","2021-11-09 14:23:13"
779,20030331,오수의과동물병원,**********,충청북도,진천군,"충청북도 진천군 진천읍 원덕로 342, 원주민부동산",충청북도 진천군 진천읍 읍내리 30-1번지 원주민부동산,27835,"372892.2282","240029.6087",정상,"2021-11-09 14:23:13","2021-11-09 14:23:13"
780,19960828,진천동물병원,**********,충청북도,진천군,"충청북도 진천군 진천읍 문화6안길 14-1, 진천동물병원",충청북도 진천군 진천읍 벽암리 133번지 진천동물병원,27830,"373498.0849","238826.31",정상,"2021-11-09 14:23:13","2021-11-09 14:23:13"
781,20080902,수 동물병원,"275-8275",충청북도,청주시,"충청북도 청주시 서원구 모충로3번길 81 (개신동, 한진아파트 상가 110호)",충청북도 청주시 서원구 개신동,28665,"347868.7632","241423.2233",정상,"2021-11-09 14:23:13","2021-11-09 14:23:13"
782,20150910,스타동물병원,"043-211-9669",충청북도,청주시,충청북도 청주시 청원구 오창읍 양청택지로 119 (스튜디오),충청북도 청주시 청원구 오창읍 양청리 751-8,28115,"357240.3602","237611.2558",정상,"2021-11-09 14:23:13","2021-11-09 14:23:13"
783,20150310,"24시청주i동물병원","043)214-9975",충청북도,청주시,충청북도 청주시 청원구 충청대로 103 (율량동),충청북도 청주시 청원구 율량동 1070번지,28334,"351742.8081","244001.6764",정상,"2021-11-09 14:23:13","2021-11-09 14:23:13"
784,20140709,충북야생동물센터,"216-3328",충청북도,청주시,충청북도 청주시 청원구 오창읍 양청4길 45,충청북도 청주시 청원구 오창읍 주성리 311-4,28116,"358731.0459","239032.4069",정상,"2021-11-09 14:23:13","2021-11-09 14:23:13"
785,20020105,행복한동물병원,**********,충청북도,청주시,충청북도 청주시 흥덕구 복대로 136 (복대동),충청북도 청주시 흥덕구 복대동 1927번지,28605,"347567.4671","239389.2102",정상,"2021-11-09 14:23:13","2021-11-09 14:23:13"
786,19850312,광혜원동물병원,**********,충청북도,진천군,충청북도 진천군 광혜원면 장기2길 12-5,충청북도 진천군 광혜원면 광혜원리 255-11번지,27805,"387847.3114","239551.6964",정상,"2021-11-09 14:23:13","2021-11-09 14:23:13"
787,20000122,열린동물병원,"044-865-5187",세종특별자치시,조치원읍,세종특별자치시 조치원읍 조치원로 21,세종특별자치시 조치원읍 원리 15-20번지,30024,"344539.0376","226689.2364",정상,"2021-11-09 14:23:13","2021-11-09 14:23:13"
788,19980718,명 축산동물병원,**********,세종특별자치시,조치원읍,세종특별자치시 조치원읍 새내6길 35,세종특별자치시 조치원읍 정리 58-2번지,30027,"344212.0442","226817.0028",정상,"2021-11-09 14:23:13","2021-11-09 14:23:13"
