"id","user_id","pet_breed_id","image_id","name","birth","gender","neuter_yn","weight_kg","color","account","animal_regnum","pet_owner_name","ai_inference_data","site_gb","created_at","updated_at"
1190,2884,1325,,바순이,"2018-12-28",여자,n,20.0,흰색+갈색,"181228-1325-0325","","","",petfins,"2022-01-28 16:29:28","2022-01-28 16:29:28"
1191,2472,1325,3408,시바,"2019-05-19",여자,n,25.0,흰색+갈색,"190519-1325-0326","","","",petfins,"2022-01-28 16:57:19","2022-01-28 16:57:27"
1192,2882,1132,,하이,"2016-01-28",남자,n,6.0,흰색,"160128-1132-0145","","","",petfins,"2022-01-28 18:09:47","2022-01-28 18:09:47"
1193,2882,1325,,어이,"2017-01-28",남자,n,6.0,갈색,"170128-1325-0327","","","",petfins,"2022-01-28 18:10:42","2022-01-28 18:10:43"
1194,2886,1149,3418,사랑이뭉치,"2021-01-15",남자,y,5.0,흰색,"210115-1149-0310","","","",petfins,"2022-01-28 20:43:50","2022-01-28 20:43:50"
1195,2887,1312,3419,뚱이,"2019-05-16",남자,n,60.0,검정색,"190516-1312-0413","","","",petfins,"2022-01-28 21:06:55","2022-01-28 21:06:58"
1196,2888,1149,3420,뭉치,"2021-01-15",남자,y,6.0,흰색,"210115-1149-0311","","","",petfins,"2022-01-28 23:11:42","2022-01-28 23:11:43"
1197,2889,1312,3421,짱아,"2020-01-21",여자,y,35.0,검정색,"200121-1312-0414","","","",petfins,"2022-01-28 23:34:41","2022-01-28 23:34:45"
1198,2890,1312,3422,광만이,"2020-04-22",남자,y,40.0,기타,"200422-1312-0415","","","",petfins,"2022-01-29 03:00:44","2022-01-29 03:00:45"
1199,2891,1312,3427,아더,"2018-04-17",남자,y,48.0,검정색,"180417-1312-0416","","","",petfins,"2022-01-29 07:10:46","2022-01-29 07:10:49"
1200,2855,1325,3438,코코,"2013-12-01",남자,n,26.0,금색,"131201-1325-0328","","","",petfins,"2022-01-29 09:19:40","2022-01-29 09:19:41"
1201,2893,1121,3443,몽클,"2021-09-09",남자,y,1.7,흰색,"210909-1121-0309","","","",petfins,"2022-01-29 17:34:56","2022-04-11 07:53:26"
1202,2894,1452,3445,코코샤넬,"2021-07-05",여자,n,3.0,황색,"210705-1452-0294","","","",petfins,"2022-01-29 17:43:25","2022-01-29 17:43:28"
1203,2897,1109,3448,또롱이,"2007-08-09",여자,y,2.7,흰색,"070809-1109-0350","","","",petfins,"2022-01-29 19:31:16","2022-01-29 19:31:17"
1204,2898,1101,3449,몰리,"2021-11-01",여자,n,4.0,갈색,"211101-1101-0267","","","",petfins,"2022-01-29 20:43:44","2022-01-29 20:43:52"
1205,2898,1101,3450,몰리,"2021-11-11",여자,n,4.0,갈색,"211111-1101-0268","","","",petfins,"2022-01-29 20:48:33","2022-01-29 20:48:47"
1206,2899,1312,3451,나치,"2014-09-10",여자,n,40.0,검정색,"140910-1312-0417","","","",petfins,"2022-01-29 21:00:16","2022-01-29 21:00:17"
1207,2900,1312,3454,페리,"2019-12-12",남자,n,38.0,기타,"191212-1312-0418","","","",petfins,"2022-01-29 21:54:24","2022-01-29 21:54:26"
1208,2901,1149,3460,망고,"2021-03-14",여자,y,4.5,흰색+갈색,"210314-1149-0312","","","",petfins,"2022-01-29 23:20:12","2022-01-29 23:20:13"
1209,2901,1149,3461,코코,"2021-10-15",여자,n,1.0,흰색+검정색,"211015-1149-0313","","","",petfins,"2022-01-29 23:21:12","2022-01-29 23:21:15"
1210,2903,1109,3462,콜릿,"2013-03-26",남자,y,4.6,흰색,"130326-1109-0351","","","",petfins,"2022-01-30 08:21:40","2022-01-30 08:21:41"
1211,2907,1121,3463,봄,"2019-01-10",남자,y,5.5,흰색,"190110-1121-0310","","","",petfins,"2022-01-30 10:08:00","2022-01-30 10:08:01"
1212,2908,1312,,링코,"2018-06-25",남자,n,45.0,검정색,"180625-1312-0419","","","",petfins,"2022-01-30 10:21:43","2022-01-30 10:21:43"
1213,2909,1312,3464,로카,"2014-01-08",남자,n,60.0,검정색,"140108-1312-0420","","","",petfins,"2022-01-30 11:18:54","2022-01-30 11:18:54"
1214,2906,1121,3465,난다,"2020-08-03",여자,y,6.0,흰색,"200803-1121-0311","","","",petfins,"2022-01-30 11:23:22","2022-01-30 11:23:30"
1215,2906,1144,3468,심바,"2020-08-20",남자,y,3.3,황색,"200820-1144-0329","","","",petfins,"2022-01-30 11:28:09","2022-01-30 11:28:10"
1216,2895,1325,3480,도키,"2018-04-16",남자,n,27.0,기타,"180416-1325-0329","","","",petfins,"2022-01-30 11:46:51","2022-01-30 11:46:53"
1217,2895,1325,26514,아리,"2017-06-20",여자,n,23.0,흰색+황색,"170620-1325-0330","","","",petfins,"2022-01-30 11:48:24","2022-01-30 11:48:27"
1218,2910,1149,3488,마요,"2021-08-01",남자,n,1.9,흰색,"210801-1149-0314","","","",petfins,"2022-01-30 14:09:28","2022-01-30 14:09:29"
1219,2912,1121,3490,뚱이,"2014-06-25",여자,y,8.0,흰색,"140625-1121-0312","","","",petfins,"2022-01-30 17:09:16","2022-01-30 17:09:18"
1220,2913,1312,3491,다현,"2012-12-31",여자,n,30.0,검정색,"121231-1312-0421","","","",petfins,"2022-01-30 18:24:15","2022-01-30 18:24:17"
1221,2915,1325,3495,순이,"2014-07-26",여자,y,32.0,황색,"140726-1325-0331","","","",petfins,"2022-01-31 08:37:23","2022-01-31 08:37:33"
1222,2916,1645,,베스,"2014-01-31",남자,n,22.0,갈색,"120131-1645-0064","","","",petfins,"2022-01-31 10:03:17","2022-01-31 10:03:44"
1223,2918,1312,3499,모래,"2019-02-12",남자,n,50.0,검정색,"190212-1312-0422","","","",petfins,"2022-01-31 19:57:07","2022-01-31 19:57:09"
1224,2919,1144,3503,짱이,"2022-01-31",남자,y,2.0,갈색,"220131-1144-0330","","","",petfins,"2022-01-31 21:56:16","2022-01-31 21:56:18"
1225,2920,1109,3504,두부,"2015-12-05",여자,y,2.0,흰색,"151205-1109-0352","","","",petfins,"2022-02-01 02:35:06","2022-02-01 02:35:08"
1226,2921,1117,3505,브이,"2013-07-01",남자,y,13.0,흰색+검정색,"130701-1117-0146","","","",petfins,"2022-02-01 05:39:59","2022-02-01 05:40:02"
1227,2922,1325,3506,검둥이,"2015-01-16",남자,n,20.0,검정색,"150116-1325-0332","","","",petfins,"2022-02-01 09:05:05","2022-02-01 09:05:06"
1228,2923,1312,,칸,"2014-01-20",남자,n,50.0,검정색,"140120-1312-0423","","","",petfins,"2022-02-01 11:11:41","2022-02-01 11:11:41"
1229,2924,1312,,링코,"2018-06-25",남자,n,45.0,검정색,"180625-1312-0424","","","",petfins,"2022-02-01 12:20:36","2022-02-01 12:20:37"
1230,2925,1312,3515,롯트,"2020-03-01",여자,n,35.0,검정색,"200301-1312-0425","","","",petfins,"2022-02-01 15:11:42","2022-02-01 15:11:43"
1231,2439,1312,3519,샤론,"2017-11-19",여자,n,40.0,검정색,"171119-1312-0426","","","",petfins,"2022-02-01 19:51:51","2022-02-01 19:51:51"
1232,2926,1325,3520,순자,"2015-05-18",여자,y,20.0,흰색+검정색,"150518-1325-0333","","","",petfins,"2022-02-01 20:40:39","2022-02-01 20:40:41"
1233,2928,1325,3521,도르,"2018-02-02",남자,y,23.0,황색,"180202-1325-0334","","","",petfins,"2022-02-02 07:28:24","2022-02-02 07:28:26"
1234,2929,1121,3524,장군이,"2021-10-23",남자,n,1.4,흰색,"211023-1121-0313","","","",petfins,"2022-02-02 10:32:46","2022-02-02 10:32:48"
1235,2930,2070,3530,뽀양,"2013-10-19",남자,y,5.9,흰색+검정색,"151219-2070-0287","","","",petfins,"2022-02-02 14:42:46","2022-02-06 05:23:16"
1236,2931,1144,,루이,"2020-06-21",남자,y,4.0,갈색,"200621-1144-0331","","","",petfins,"2022-02-02 14:52:55","2022-02-02 14:52:55"
1237,2933,1625,3531,곽두식,"2021-02-18",남자,y,6.3,황색,"210218-1625-0272","","","",petfins,"2022-02-02 18:34:42","2022-02-02 18:34:43"
1238,2935,1325,3533,백금이,"2016-01-01",여자,n,22.0,황색,"160101-1325-0335","","","",petfins,"2022-02-02 22:05:53","2022-02-02 22:05:53"
1239,2937,1312,,맹견,"2022-02-03",남자,y,2.0,검정색,"220203-1125-0251","","","",petfins,"2022-02-03 10:36:06","2022-02-03 10:37:11"
1240,2938,2001,3580,비,"2021-05-07",남자,y,3.2,흰색+황색,"210507-2001-0283","","","",petfins,"2022-02-03 11:02:59","2022-02-03 11:03:12"
1241,2939,1312,3588,바바,"2015-03-20",남자,y,40.0,검정색,"150320-1312-0427","","","",petfins,"2022-02-03 13:31:13","2022-02-03 13:31:15"
1242,2940,1121,,유니,"2020-08-26",여자,y,3.5,흰색,"200826-1121-0314","","","",petfins,"2022-02-03 14:03:38","2022-02-03 14:03:38"
1243,2942,1312,3590,케리,"2015-12-03",남자,n,50.0,기타,"151203-1312-0428","","","",petfins,"2022-02-03 15:32:51","2022-02-03 15:32:51"
1244,2942,1312,3593,나이키,"2016-06-23",여자,n,40.0,기타,"160623-1312-0429","","","",petfins,"2022-02-03 15:44:04","2022-02-03 15:44:05"
1245,2943,1325,,커피,"2016-03-01",여자,n,20.0,검정색,"160301-1325-0336","","","",petfins,"2022-02-03 15:59:03","2022-02-03 15:59:03"
1246,2944,1109,,츄츄,"2017-02-23",여자,y,5.0,흰색,"170223-1109-0353","","","",petfins,"2022-02-03 16:04:55","2022-02-03 16:04:55"
1247,2439,1312,3609,사만다,"2017-11-19",여자,n,40.0,검정색,"171119-1312-0430","","","",petfins,"2022-02-03 18:48:50","2022-02-03 18:48:52"
1248,2439,1312,3610,아킴,"2016-01-04",남자,n,56.0,검정색,"160104-1312-0431","","","",petfins,"2022-02-03 18:50:01","2022-02-03 18:50:03"
1249,2439,1312,3611,발칸,"2018-02-24",남자,n,55.0,검정색,"180224-1312-0432","","","",petfins,"2022-02-03 18:51:30","2022-02-03 18:51:32"
1250,2312,1325,3622,태리,"2017-10-31",남자,n,25.0,검정색,"171031-1325-0337","","","",petfins,"2022-02-03 22:22:30","2022-02-03 22:22:30"
1251,2945,2070,,오레오,"2020-03-01",남자,y,7.0,흰색+검정색,"200301-2070-0288","","","",petfins,"2022-02-03 23:10:13","2022-02-03 23:10:13"
1252,2945,1134,,라떼,"2019-03-01",남자,y,11.7,흰색,"190301-1134-0253","","","",petfins,"2022-02-03 23:10:54","2022-02-03 23:10:54"
1253,2946,1144,3625,리치,"2021-11-02",남자,n,1.2,회색,"211102-1144-0332","","","",petfins,"2022-02-04 04:19:14","2022-02-04 04:19:16"
1254,2948,1325,,대박이,"2019-10-20",남자,n,20.0,황색,"191020-1325-0338","","","",petfins,"2022-02-04 08:40:30","2022-02-04 08:40:31"
1255,2947,1325,3654,짱아,"2016-08-01",여자,y,22.0,흰색+갈색,"160801-1325-0339","","","",petfins,"2022-02-04 10:57:20","2022-02-04 10:57:22"
1256,2949,1312,3658,시나,"2015-04-25",여자,n,33.0,검정색,"150425-1312-0433","","","",petfins,"2022-02-04 12:53:08","2022-02-04 12:53:09"
1257,2950,1312,26415,킹,"2017-10-01",남자,n,60.0,검정색,"171001-1312-0434","","","",petfins,"2022-02-04 16:17:36","2022-02-04 16:17:36"
1258,2952,1203,,찰리,"2021-02-15",남자,y,8.0,검정색,"200204-1203-0176","","","",petfins,"2022-02-04 16:18:24","2022-02-14 13:13:28"
1259,2950,1312,26417,콩,"2017-10-01",여자,n,55.0,검정색,"171001-1312-0435","","","",petfins,"2022-02-04 16:22:28","2022-02-04 16:22:29"
1260,2953,1310,3689,순실이,"2017-03-01",여자,y,35.0,갈색,"190304-1310-0230","","","",petfins,"2022-02-04 16:33:36","2022-02-04 16:39:27"
1261,2951,1211,3690,하트,"2016-01-01",남자,n,12.0,흰색+갈색,"160101-1211-0128","","","",petfins,"2022-02-04 16:39:59","2022-02-04 16:39:59"
1262,2801,1325,3694,쵸파,"2014-08-14",남자,n,23.0,갈색,"140814-1325-0340","","","",petfins,"2022-02-04 16:43:09","2022-02-04 16:43:13"
1263,2801,1325,26755,까꿍,"2014-07-04",여자,y,30.0,금색,"140704-1325-0341","","","",petfins,"2022-02-04 16:44:13","2022-02-04 16:44:17"
1264,2954,1647,3702,검둥이,"2019-04-14",남자,n,20.0,회색,"190414-1647-0168","","","",petfins,"2022-02-04 16:44:47","2022-02-04 16:44:48"
1265,2956,1312,3703,태공이,"2014-03-04",남자,n,50.0,검정색,"140304-1312-0436","","","",petfins,"2022-02-04 16:44:59","2022-02-04 16:45:00"
1266,2960,1312,,둥이,"2012-12-24",남자,n,49.0,검정색,"121224-1312-0437","","","",petfins,"2022-02-04 16:45:17","2022-02-04 16:45:18"
1267,2962,1312,,베리,"2015-03-01",여자,n,60.0,검정색,"150301-1312-0438","","","",petfins,"2022-02-04 16:46:56","2022-02-04 16:46:57"
1268,2959,1312,,피칸,"2014-03-15",여자,y,35.0,기타,"140315-1312-0439","","","",petfins,"2022-02-04 16:47:21","2022-02-04 16:47:21"
1269,2631,1310,3711,태풍,"2020-03-12",남자,n,70.0,황색,"200312-1310-0231","","","",petfins,"2022-02-04 16:47:26","2022-02-04 16:49:48"
1270,2963,1210,3707,설이,"2016-07-07",여자,n,30.0,흰색+황색,"160707-1210-0101","","","",petfins,"2022-02-04 16:48:40","2022-02-04 16:48:40"
1271,2957,1312,3708,아레나,"2012-03-01",여자,n,55.0,검정색,"120301-1312-0440","","","",petfins,"2022-02-04 16:48:48","2022-02-04 16:48:49"
1272,2958,1325,3709,추추,"2016-10-23",남자,y,25.0,검정색,"161023-1325-0342","","","",petfins,"2022-02-04 16:49:01","2022-03-31 00:51:03"
1273,2961,1312,3712,쌍칼,"2016-03-16",남자,n,40.0,검정색,"160316-1312-0441","","","",petfins,"2022-02-04 16:49:46","2022-02-04 16:49:48"
1274,2964,1209,3713,꽁치,"2013-09-01",남자,n,30.0,검정색,"150604-1209-0064","","","",petfins,"2022-02-04 16:49:49","2022-02-04 16:55:26"
1275,2966,1325,3720,타투,"2013-05-13",남자,y,38.0,검정색,"130513-1325-0343","","","",petfins,"2022-02-04 16:53:21","2022-02-04 16:53:22"
1276,2967,1325,3727,벨라,"2016-06-19",여자,y,20.0,기타,"160619-1325-0344","","","",petfins,"2022-02-04 16:54:43","2022-02-04 17:02:10"
1277,2969,1312,3730,정리샤,"2020-01-31",여자,y,43.0,기타,"200131-1312-0442","","","",petfins,"2022-02-04 16:55:07","2022-02-04 16:55:10"
1278,2971,1646,3731,로또,"2016-10-01",남자,y,33.0,기타,"220204-1304-0129","","","",petfins,"2022-02-04 16:56:41","2022-02-04 17:01:40"
1279,2970,1325,26392,가을이,"2016-09-12",여자,y,13.0,갈색,"160912-1325-0345","","","",petfins,"2022-02-04 16:57:34","2022-02-04 16:57:35"
1280,2968,1312,3741,릿치,"2017-10-31",남자,n,55.0,검정색,"171031-1312-0443","","","",petfins,"2022-02-04 16:59:08","2022-02-04 16:59:09"
1281,2972,1312,3742,캐쉬,"2021-03-01",여자,n,38.0,검정색,"210301-1312-0444","","","",petfins,"2022-02-04 16:59:19","2022-02-04 16:59:21"
1282,2973,1312,26769,아토,"2012-03-01",여자,y,35.0,검정색,"120301-1312-0445","","","",petfins,"2022-02-04 17:04:34","2022-02-04 17:04:35"
1283,2977,1647,3765,봉구,"2015-05-17",남자,n,25.0,갈색,"150517-1647-0169","","","",petfins,"2022-02-04 17:10:09","2022-02-04 17:10:14"
1284,2974,1325,3768,꽃돌,"2016-12-25",남자,y,30.0,검정색,"161225-1325-0346","","","",petfins,"2022-02-04 17:10:38","2022-02-04 17:10:39"
1285,2980,1312,3771,호봉이,"2017-03-09",여자,y,42.0,검정색,"170309-1312-0446","","","",petfins,"2022-02-04 17:12:06","2022-02-04 17:12:07"
1286,2982,1647,3772,콩이,"2013-04-27",여자,y,22.0,검정색,"130427-1201-0258","","","",petfins,"2022-02-04 17:15:01","2022-02-04 17:18:46"
1287,2979,1325,3776,여름이,"2011-08-10",여자,y,36.0,갈색,"110810-1325-0347","","","",petfins,"2022-02-04 17:15:50","2022-02-04 17:15:51"
1288,2984,1647,3795,두산,"2013-08-01",남자,n,25.0,기타,"130801-1647-0170","","","",petfins,"2022-02-04 17:25:53","2022-02-04 17:25:54"
1289,2981,1312,3796,장군,"2013-07-20",남자,n,40.0,검정색,"130720-1312-0447","","","",petfins,"2022-02-04 17:26:21","2022-02-04 17:26:25"
1290,2981,1312,3797,도도,"2014-07-30",여자,n,45.0,검정색,"140730-1312-0448","","","",petfins,"2022-02-04 17:27:34","2022-02-04 17:27:39"
1291,2708,1312,3798,짱구,"2018-01-03",남자,n,35.0,검정색,"180103-1312-0449","","","",petfins,"2022-02-04 17:28:22","2022-02-04 17:28:23"
1292,2708,1312,3799,혜미,"2018-02-01",여자,n,35.0,검정색,"180201-1312-0450","","","",petfins,"2022-02-04 17:30:13","2022-02-04 17:30:15"
1293,2981,1312,3800,응가,"2018-01-30",남자,n,45.0,검정색,"180130-1312-0451","","","",petfins,"2022-02-04 17:31:27","2022-02-04 17:31:32"
1294,2580,1325,26126,탱,"2016-07-15",남자,n,23.0,검정색,"220204-1325-0348","","","",petfins,"2022-02-04 17:35:16","2022-02-04 17:45:34"
1296,2596,1312,3829,산이,"2017-07-01",남자,n,45.0,검정색,"170701-1312-0453","","","",petfins,"2022-02-04 17:46:48","2022-02-04 17:46:49"
1297,2987,1647,3839,바우,"2016-02-01",남자,y,30.0,흰색,"160201-1647-0171","","","",petfins,"2022-02-04 17:58:38","2022-02-04 17:58:39"
1298,2989,1312,3885,원두,"2017-03-02",여자,n,40.0,검정색,"170302-1312-0454","","","",petfins,"2022-02-04 18:12:21","2022-02-04 18:12:22"
1299,2392,1312,3887,쿠키,"2015-05-28",남자,n,40.0,기타,"150528-1312-0455","","","",petfins,"2022-02-04 18:30:04","2022-02-04 18:31:14"
1300,2983,1312,3891,몽실,"2010-05-04",남자,y,27.0,검정색,"100504-1312-0456","","","",petfins,"2022-02-04 18:36:58","2022-02-04 18:36:59"
1301,2983,1312,3892,몽실,"2010-05-04",남자,y,27.0,검정색,"100504-1312-0457","","","",petfins,"2022-02-04 18:41:58","2022-02-04 18:41:59"
1302,2992,1325,3893,다라,"2020-04-03",남자,n,23.0,황색,"200403-1325-0349","","","",petfins,"2022-02-04 18:44:32","2022-02-04 18:44:33"
1303,2976,1325,26629,반달,"2019-11-28",남자,y,25.0,갈색,"191128-1325-0350","","","",petfins,"2022-02-04 19:00:00","2022-02-04 19:00:02"
1304,2993,1312,3904,듀크,"2015-08-13",남자,n,50.0,검정색,"150813-1312-0458","","","",petfins,"2022-02-04 19:00:51","2022-02-04 19:00:52"
1305,2995,1312,,카이,"2019-08-27",남자,n,50.0,검정색,"190827-1312-0459","","","",petfins,"2022-02-04 20:17:25","2022-02-04 20:17:25"
1306,2996,1312,3928,로또,"2020-10-10",여자,n,40.0,검정색,"201010-1312-0460","","","",petfins,"2022-02-04 20:24:01","2022-02-04 20:24:02"
1307,2997,1312,3932,매그넘,"2017-06-01",남자,n,50.0,기타,"220204-1312-0461","","","",petfins,"2022-02-04 20:29:23","2022-02-04 20:29:52"
1308,2998,1421,,탱구,"2013-04-30",여자,y,45.0,흰색,"130430-1421-0005","","","",petfins,"2022-02-04 21:16:28","2022-02-04 21:16:28"
1309,2537,1312,3943,대박,"2020-07-15",남자,y,43.0,검정색,"200715-1312-0462","","","",petfins,"2022-02-04 21:27:09","2022-02-04 21:27:10"
1310,2999,1312,3948,검둥이,"2017-11-01",남자,n,20.0,검정색,"171101-1312-0463","","","",petfins,"2022-02-04 21:39:26","2022-02-04 21:39:27"
1311,3000,1325,,폴,"2017-09-07",여자,n,25.0,흰색+검정색,"170907-1325-0351","","","",petfins,"2022-02-04 21:57:40","2022-02-04 21:57:40"
1312,3004,1325,3952,다래,"2013-04-10",여자,y,35.0,검정색,"140201-1325-0352","","","",petfins,"2022-02-05 00:14:29","2022-02-05 00:20:23"
1313,3005,1312,3955,아일린,"2013-03-15",여자,y,43.0,기타,"130315-1312-0464","","","",petfins,"2022-02-05 01:26:42","2022-02-05 01:26:43"
1314,3006,1647,3958,치노,"2016-05-01",남자,n,33.0,황색,"160501-1647-0172","","","",petfins,"2022-02-05 09:00:53","2022-02-05 09:00:53"
1315,3008,1325,3967,구찌,"2019-12-22",남자,n,30.0,흰색+검정색,"191222-1325-0353","","","",petfins,"2022-02-05 09:42:33","2022-02-05 09:42:58"
1316,3009,1312,3968,이득,"2022-02-05",남자,n,55.0,검정색,"220205-1312-0465","","","",petfins,"2022-02-05 09:48:17","2022-02-05 09:48:18"
1317,3007,1312,3969,폴,"2018-06-25",남자,n,40.0,검정색,"180625-1312-0466","","","",petfins,"2022-02-05 09:48:51","2022-02-05 09:48:53"
1318,3011,1312,3979,맥스,"2011-06-01",남자,n,40.0,검정색,"110601-1312-0467","","","",petfins,"2022-02-05 11:14:21","2022-02-05 11:14:22"
1319,3002,1312,3982,페이트,"2017-05-26",여자,n,40.0,검정색,"170526-1312-0468","","","",petfins,"2022-02-05 11:43:36","2022-02-05 11:43:37"
1320,2853,1312,3983,산,"2010-10-01",여자,y,45.0,검정색,"101001-1312-0469","","","",petfins,"2022-02-05 11:53:11","2022-02-05 11:53:13"
1321,3012,1312,3984,빠꾸,"2018-07-21",남자,y,50.0,검정색,"180721-1312-0470","","","",petfins,"2022-02-05 12:00:04","2022-02-05 12:00:05"
1322,3013,1312,,갑오,"2016-06-05",남자,n,40.0,검정색,"160605-1312-0471","","","",petfins,"2022-02-05 12:55:12","2022-02-05 12:55:13"
1323,2892,1325,26028,겐지,"2017-06-15",남자,n,30.0,흰색+검정색,"170615-1325-0354","","","",petfins,"2022-02-05 13:52:10","2022-02-05 13:52:11"
1324,3014,1312,3989,로벤,"2016-04-20",여자,n,45.0,검정색,"160420-1312-0472","","","",petfins,"2022-02-05 13:56:10","2022-02-05 13:56:13"
1325,3014,1312,3990,옥산나,"2013-04-10",여자,n,45.0,검정색,"130410-1312-0473","","","",petfins,"2022-02-05 13:57:26","2022-02-05 13:57:29"
1326,3015,1109,,루미,"2015-08-31",여자,y,1.5,흰색,"150831-1109-0354","","","",petfins,"2022-02-05 14:02:00","2022-02-05 14:02:01"
1327,3016,1202,,강지,"2021-06-24",남자,n,4.0,흰색+금색,"210624-1202-0284","","","",petfins,"2022-02-05 15:19:42","2022-02-05 15:19:42"
1328,3017,1325,3998,유키,"2005-10-01",여자,y,16.0,흰색+검정색,"051001-1325-0355","","","",petfins,"2022-02-05 15:45:04","2022-02-05 15:45:08"
1329,3018,1204,4002,와우,"2013-04-07",남자,y,26.0,흰색,"130407-1204-0098","","","",petfins,"2022-02-05 16:10:30","2022-02-05 16:10:32"
1330,3019,1325,4003,따봉이,"2016-08-04",남자,n,35.0,흰색,"160804-1325-0356","","","",petfins,"2022-02-05 16:14:35","2022-02-05 16:14:42"
1331,3020,1128,4013,깐돌,"2021-02-05",남자,n,3.0,갈색,"220205-1128-0269","","","",petfins,"2022-02-05 17:39:44","2022-02-05 17:45:00"
1332,3021,1312,4014,루라,"2012-04-09",남자,n,45.0,검정색,"120409-1312-0474","","","",petfins,"2022-02-05 18:27:59","2022-02-05 18:28:03"
1333,2476,1121,4021,하루,"2021-11-21",남자,n,1.0,흰색,"211121-1121-0315","","","",petfins,"2022-02-05 18:55:19","2022-02-26 18:46:02"
1334,3022,1312,4022,로또,"2017-03-01",여자,n,45.0,검정색,"170301-1312-0475","","","",petfins,"2022-02-05 19:43:04","2022-02-05 19:43:05"
1335,3023,1312,4074,몽실이,"2017-07-10",여자,y,30.0,검정색,"170710-1312-0476","","","",petfins,"2022-02-05 22:06:12","2022-02-06 19:45:11"
1336,3024,1149,4033,구름이,"2021-11-14",여자,n,1.8,흰색,"211114-1149-0315","","","",petfins,"2022-02-05 23:43:59","2022-02-05 23:44:00"
1337,3025,1625,4034,예섭,"2016-10-30",남자,y,8.5,흰색+금색,"161030-1625-0273","","","",petfins,"2022-02-06 00:04:11","2022-02-06 00:04:12"
1338,3026,1125,4035,하루,"2020-12-10",남자,y,12.0,흰색+황색,"201210-1125-0252","","","",petfins,"2022-02-06 00:29:08","2022-02-06 00:29:09"
1339,2809,1325,4036,운동이,"2018-09-01",남자,n,22.0,황색,"180901-1325-0357","","","",petfins,"2022-02-06 08:50:45","2022-02-06 08:54:35"
1340,2809,1325,4037,날순이,"2020-01-01",여자,n,18.0,갈색,"200101-1325-0358","","","",petfins,"2022-02-06 08:54:27","2022-02-06 08:54:28"
1341,2809,1325,4038,달동이,"2018-08-01",남자,n,23.0,갈색,"180801-1325-0359","","","",petfins,"2022-02-06 08:58:03","2022-02-06 08:58:05"
1342,3028,1312,4051,아톰,"2012-08-15",남자,n,50.0,기타,"120815-1312-0477","","","",petfins,"2022-02-06 12:12:55","2022-02-06 12:12:56"
1343,3028,1312,4052,마틴,"2016-10-24",남자,n,50.0,기타,"161024-1312-0478","","","",petfins,"2022-02-06 12:15:32","2022-02-06 12:15:34"
1344,3028,1312,4053,욘세,"2016-10-24",여자,n,40.0,기타,"161024-1312-0479","","","",petfins,"2022-02-06 12:17:15","2022-02-06 12:17:16"
1345,3028,1325,4054,블리,"2016-05-15",여자,n,33.0,갈색,"160515-1325-0360","","","",petfins,"2022-02-06 12:18:41","2022-02-06 12:18:42"
1346,3030,1647,4070,대박이,"2015-09-09",여자,n,25.0,황색,"150909-1647-0173","","","",petfins,"2022-02-06 19:13:23","2022-02-06 19:13:23"
1347,2566,1312,4073,아리,"2016-07-05",여자,n,40.0,기타,"160705-1312-0480","","","",petfins,"2022-02-06 19:37:02","2022-02-06 19:37:03"
1348,3032,1312,4078,똘이,"2019-03-01",남자,n,40.0,검정색,"190301-1312-0481","","","",petfins,"2022-02-06 23:33:18","2022-02-06 23:33:19"
1349,3033,1101,,하울,"2021-12-14",남자,n,4.0,금색,"220101-1101-0269","","","",petfins,"2022-02-07 01:27:58","2022-02-07 09:39:55"
1350,3034,1121,,몽구,"2015-05-15",남자,n,9.0,흰색,"150515-1121-0316","","","",petfins,"2022-02-07 07:04:10","2022-02-07 07:04:10"
1351,3035,1102,,마루,"2018-06-07",여자,n,7.0,황색,"180607-1102-0302","","","",petfins,"2022-02-07 08:59:05","2022-02-07 08:59:05"
1352,3037,1325,,하리,"2019-03-01",여자,n,15.0,갈색,"190301-1325-0361","","","",petfins,"2022-02-07 09:35:02","2022-02-07 09:35:02"
1353,3038,1312,4108,바바,"2015-03-20",남자,y,35.0,검정색,"150320-1312-0482","","","",petfins,"2022-02-07 10:38:09","2022-02-07 10:38:11"
1354,2716,1209,4144,로씨,"2016-05-23",여자,n,16.0,검정색,"160523-1209-0065","","","",petfins,"2022-02-07 12:13:59","2022-02-07 12:14:02"
1355,3040,1325,4145,감자,"2018-05-23",남자,y,30.0,흰색+갈색,"180523-1325-0362","","","",petfins,"2022-02-07 12:33:45","2022-02-07 12:33:46"
1356,3028,1603,4150,머루,"2016-05-15",남자,n,70.0,기타,"160515-1603-0001","","","",petfins,"2022-02-07 12:42:15","2022-02-07 12:42:15"
1357,2691,1325,26091,삼월이,"2018-12-27",여자,n,21.0,검정색,"181227-1325-0363","","","",petfins,"2022-02-07 13:06:00","2022-02-07 13:06:01"
1358,2991,1647,4161,만복,"2012-08-23",여자,n,25.0,갈색,"120823-1647-0174","","","",petfins,"2022-02-07 13:33:38","2022-02-07 13:34:14"
1359,2762,1325,4162,용,"2019-08-19",여자,n,23.0,황색,"190819-1325-0364","","","",petfins,"2022-02-07 13:34:36","2022-02-07 13:34:41"
1360,3042,1647,26506,대길,"2018-05-31",남자,n,27.0,검정색,"180531-1647-0175","","","",petfins,"2022-02-07 13:40:27","2022-02-07 14:24:11"
